City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
610,Sinnamary,GF,5.3833,-52.95,76.78,89,100,3.11,overcast clouds
611,Brigantine,US,39.4101,-74.3646,73.06,95,100,0.0,overcast clouds
612,Usogorsk,RU,63.4106,48.6872,40.55,75,70,10.47,broken clouds
613,Camocim,BR,-2.9022,-40.8411,78.66,85,64,11.1,broken clouds
614,Zhanakorgan,KZ,43.9098,67.2495,82.36,32,0,3.56,clear sky
615,Sakaraha,MG,-22.9,44.5333,52.66,83,0,5.75,clear sky
616,Virginia Beach,US,36.8529,-75.978,78.03,91,100,10.36,thunderstorm
617,Hearst,CA,49.6835,-83.6665,67.32,36,55,6.08,broken clouds
618,Salinas,US,36.6777,-121.6555,99.57,55,0,16.11,clear sky
619,Buraydah,SA,26.326,43.975,85.23,15,1,9.8,clear sky
620,Tara,RU,56.8944,74.371,48.85,81,100,10.0,overcast clouds
621,Rokytne,UA,51.2796,27.214,65.97,80,72,4.27,broken clouds
622,Kariba,ZW,-16.5167,28.8,60.19,69,92,6.17,overcast clouds
623,Dalbandin,PK,28.8947,64.4101,90.07,27,14,4.79,few clouds
624,Sarankhola,BD,22.3082,89.7897,80.19,89,70,5.39,broken clouds
625,Dakar,SN,14.6937,-17.4441,79.68,79,36,10.87,scattered clouds
626,Chiradzulu,MW,-15.6746,35.1407,53.74,95,100,8.88,overcast clouds
627,La Baule-Escoublac,FR,47.2922,-2.364,55.06,87,0,3.44,clear sky
628,Chopovychi,UA,50.8332,28.9533,69.3,73,80,6.42,broken clouds
629,Nalut,LY,30.3333,10.85,92.52,13,7,13.6,clear sky
630,Afsin,TR,38.2477,36.914,56.53,72,19,2.17,few clouds
631,Hit,IQ,33.6416,42.8251,84.47,23,0,10.63,clear sky
632,Berbera,SO,10.4396,45.0143,90.37,39,96,25.55,overcast clouds
633,Aripuana,BR,-9.1667,-60.6333,76.41,50,0,0.74,clear sky
634,Malumfashi,NG,11.7853,7.6218,77.16,58,20,11.36,few clouds
635,Taft,IR,31.7471,54.2088,84.61,10,0,6.8,clear sky
636,Snezhnogorsk,RU,69.1933,33.2531,49.78,75,0,9.1,clear sky
637,Santo Antonio Do Ica,BR,-3.1022,-67.9397,74.55,90,24,1.54,few clouds
638,Iracoubo,GF,5.4802,-53.2011,76.15,90,100,2.24,overcast clouds
639,Japura,ID,-0.3167,102.35,73.51,99,98,2.1,overcast clouds
640,Tahta,EG,26.7693,31.5021,86.09,27,0,9.91,clear sky
641,Dzoraghbyur,AM,40.2041,44.6415,59.9,56,19,5.03,few clouds
642,Muborak,UZ,39.2553,65.1528,90.09,17,0,14.65,clear sky
643,Maragheh,IR,37.3917,46.2398,65.59,40,0,2.84,clear sky
644,Kuliyapitiya,LK,7.4688,80.0401,76.84,88,83,5.28,light rain
645,Mookane,BW,-23.688,26.6595,55.63,63,91,11.79,overcast clouds
646,Leeds,GB,53.7964,-1.5477,53.67,71,0,5.75,clear sky
647,Druzhba,UA,52.0428,33.9453,67.66,86,0,6.13,clear sky
648,Iskateley,RU,67.6803,53.1512,37.62,80,100,18.86,overcast clouds
649,Pascagoula,US,30.3658,-88.5561,89.42,68,40,3.44,scattered clouds
650,Abu Kamal,SY,34.4506,40.9171,82.81,25,0,5.46,clear sky
651,Kabo,CF,7.6994,18.629,69.71,96,100,3.2,light rain
652,Sao Felix Do Xingu,BR,-6.6447,-51.995,74.44,51,16,0.78,few clouds
653,Oistins,BB,13.0667,-59.5333,82.49,78,75,23.02,broken clouds
654,Viransehir,TR,37.2353,39.7631,75.99,31,0,4.72,clear sky
655,Suffolk,US,40.8668,-72.7996,72.86,95,100,6.91,moderate rain
656,Pietarsaari,FI,63.65,22.6833,64.53,75,49,3.69,scattered clouds
657,Ugoofaaru,MV,5.6667,73.0,82.58,76,14,13.53,few clouds
658,Emirdag,TR,39.0197,31.15,60.1,74,91,6.35,overcast clouds
659,Carnot,CF,4.9409,15.8665,69.19,97,100,2.37,overcast clouds
660,Willowmore,ZA,-33.2926,23.4895,49.69,43,1,3.65,clear sky
661,Suez,EG,29.9737,32.5263,74.46,75,0,6.49,clear sky
662,Mokrousovo,RU,55.8103,66.7653,50.61,93,96,10.2,light rain
663,Tonj,SS,7.2737,28.6822,72.9,80,100,4.5,overcast clouds
664,Methoni,GR,36.8197,21.7049,77.22,80,0,3.65,clear sky
665,Savelugu,GH,9.6244,-0.8253,80.22,71,48,7.18,scattered clouds
666,Jam Sahib,PK,26.2958,68.6292,87.82,48,65,17.76,broken clouds
667,Gamba,GA,-2.65,10.0,70.83,90,81,2.37,broken clouds
668,Ballitoville,ZA,-29.539,31.2144,55.24,71,0,5.95,clear sky
669,Rorvik,NO,64.8621,11.2373,56.75,92,100,5.17,overcast clouds
670,Gornopravdinsk,RU,60.05,69.9,45.52,97,100,6.49,light rain
671,Bluefields,NI,12.0137,-83.7635,79.77,78,35,3.91,scattered clouds
672,Kargasok,RU,59.0556,80.8572,52.38,88,48,12.86,scattered clouds
673,Kargil,IN,34.5667,76.1,58.21,60,11,5.73,few clouds
674,North Augusta,US,33.5018,-81.9651,89.15,62,20,5.75,few clouds
675,Sao Joao Do Piaui,BR,-8.3581,-42.2467,78.42,40,0,8.7,clear sky
676,Mezen,RU,65.8522,44.24,37.35,87,93,7.85,overcast clouds
677,Barraute,CA,48.4335,-77.6328,55.81,64,91,8.57,overcast clouds
678,San Matias,BO,-16.3667,-58.4,74.61,46,0,5.88,clear sky
679,Alibag,IN,18.6411,72.8792,80.67,88,100,8.25,light rain
680,Maxixe,MZ,-23.8597,35.3472,66.09,69,83,12.03,broken clouds
681,Safaga,EG,26.7292,33.9365,87.82,35,0,20.87,clear sky
682,Praia,CV,14.9215,-23.5087,73.94,78,20,12.66,few clouds
683,Carballo,ES,43.213,-8.691,58.87,86,5,1.07,clear sky
684,Piranhas,BR,-16.4269,-51.8222,73.08,35,0,2.59,clear sky
685,Tikhvin,RU,59.6451,33.5294,56.21,72,13,4.79,few clouds
686,Inongo,CD,-1.95,18.2667,70.43,65,43,4.97,scattered clouds
687,Ibb,YE,13.9667,44.1833,72.21,50,91,3.8,overcast clouds
688,Domoni,KM,-12.2569,44.5319,74.86,76,13,11.25,few clouds
689,Tchibanga,GA,-2.85,11.0333,68.11,89,53,2.98,broken clouds
690,Big Rapids,US,43.6981,-85.4837,68.32,44,0,6.91,clear sky
691,Makurdi,NG,7.7411,8.5121,73.65,96,100,3.89,overcast clouds
692,Dennis,US,41.7354,-70.1939,71.8,88,100,9.22,overcast clouds
693,Khilchipur,IN,24.0333,76.5667,81.75,75,94,8.68,overcast clouds
694,Lyngseidet,NO,69.5763,20.2189,62.6,71,72,8.21,broken clouds
695,Juba,SS,4.8517,31.5825,72.54,67,100,5.75,overcast clouds
696,Rock Sound,BS,24.9,-76.2,80.28,75,100,19.46,overcast clouds
697,Tammisaari,FI,59.9736,23.4339,70.9,81,12,1.86,few clouds
698,Trebinje,BA,42.7119,18.3442,71.96,83,0,10.36,clear sky
699,Mamou,GN,10.5,-12.0,71.38,91,83,1.79,broken clouds
700,San Francisco,US,37.7749,-122.4194,97.52,70,20,28.77,few clouds
701,Damghan,IR,36.1683,54.348,85.71,21,0,11.01,clear sky
702,Nieuw Amsterdam,SR,5.8833,-55.0833,80.76,85,40,4.61,scattered clouds
703,Oxford,GB,51.7522,-1.256,54.5,73,68,5.19,broken clouds
704,Tsabong,BW,-26.0217,22.401,54.72,50,6,8.66,clear sky
705,Ilinskiy,RU,55.619,38.1182,69.51,73,0,4.47,clear sky
706,Moanda,GA,-1.5575,13.2178,72.1,89,90,2.8,light rain
707,Chardara,KZ,41.2547,67.9692,82.98,33,0,8.97,clear sky
708,Tromso,NO,69.6496,18.957,66.38,72,0,5.75,clear sky
709,Manadhoo,MV,5.7667,73.3833,82.78,75,12,14.23,few clouds
710,Pansemal,IN,21.65,74.7,78.49,86,97,10.33,overcast clouds
711,Treinta Y Tres,UY,-33.2333,-54.3833,51.6,86,100,4.16,moderate rain
